trial_id,condition_id,calibration_id,phase_code_id,receiver_id,preparation_id,hidden_label,click_mask,source_herald_time,gate_open_time,gate_close_time,energy_bound_id,quality_flags,mode_count,record_status
SYNTHETIC-0000013,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,1,2,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000014,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,3,8,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000015,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,3,8,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000016,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,2,4,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000017,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,2,4,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000018,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,3,8,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000019,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,1,2,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000020,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,3,8,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000021,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,0,1,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000022,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,1,2,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000023,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,3,8,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000024,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,1,2,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000025,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,1,2,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000026,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,2,4,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000027,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,3,8,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000028,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,1,2,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000029,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,3,8,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000030,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,3,8,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000031,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,1,2,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000032,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,3,8,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000033,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,1,2,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000034,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,3,8,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000035,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,1,2,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000036,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,0,1,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000037,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,2,4,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000038,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,1,2,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000039,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,0,1,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000040,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,0,1,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000041,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,0,1,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000042,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,0,1,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000043,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,0,1,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000044,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,0,1,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000045,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,1,2,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000046,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,0,1,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000047,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,1,2,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000048,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,2,4,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000049,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,1,2,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000050,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,3,8,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000051,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,0,1,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000052,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,1,2,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000053,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,3,8,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000054,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,0,1,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000055,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,3,8,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000056,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,3,8,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000057,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,3,8,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000058,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,2,4,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000059,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,2,4,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000060,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,0,1,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000061,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,3,8,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000062,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,0,1,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
SYNTHETIC-0000063,commission-su4,EXAMPLE_ONLY,physical_four_one_pi_flips_common_optical_phase,D_Jhalf_minus_I_fixed,commission-su4,2,4,,,,EXAMPLE_ONLY,NONE,4,SYNTHETIC_NOT_AN_EXPERIMENT
